user_id,movie_id,rating,created_timestamp
4,4,4,885412840
231,231,4,875744136
2,2,3,875636053
117,117,2,886324028
294,294,4,883612356
137,137,4,875975656
1336,1336,1,875298353
466,466,5,887401701
164,164,4,886472768
281,281,3,884183336
1240,1240,1,892174404
298,298,4,883601324
443,443,3,880130193
1035,1035,2,875542174
79,79,4,885680138
98,98,4,881515011
258,258,3,891347949
455,455,4,891353086
755,755,4,878183481
673,673,5,884128554
328,328,4,876923913
172,172,5,878955442
322,322,3,874786392
1217,1217,3,891723086
379,379,4,875801662
328,328,4,892428688
719,719,3,876857977
1267,1267,3,888906966
930,930,2,891385985
216,216,4,875216545
1079,1079,3,886443455
452,452,4,882164999
61,61,4,878542420
48,48,4,880036718
755,755,3,892910207
360,360,4,882140926
405,405,2,879455957
77,77,3,875654637
476,476,2,884386343
174,174,5,881105481
483,483,5,888549622
748,748,2,886272175
26,26,3,888104153
220,220,4,878962392
255,255,4,874724710
471,471,4,886323648
280,280,3,882922806
202,202,5,891170769
408,408,5,877399018
235,235,2,892838559
228,228,5,884238860
1098,1098,4,884304936
234,234,4,887665548
347,347,4,891383319
178,178,5,879455113
181,181,3,879521396
478,478,4,879454628
688,688,1,886987605
14,14,4,877877775
10,10,5,879524921
127,127,4,891446165
14,14,5,883599249
106,106,3,880937882
69,69,5,879467542
944,944,1,877727122
790,790,4,882078621
1091,1091,3,874793035
214,214,2,886323068
1028,1028,2,879541148
323,323,2,891438397
554,554,4,879875940
109,109,4,877819599
171,171,4,877531791
318,318,5,884128458
328,328,1,891632142
568,568,4,882826555
842,842,2,879484804
65,65,4,879374686
591,591,3,876018608
172,172,4,875653271
401,401,4,882078040
339,339,5,882157581
746,746,3,884150257
242,242,3,875747190
201,201,3,881961671
68,68,4,875307407
7,7,4,878089716
98,98,3,890881335
1018,1018,3,889502324
54,54,3,879525876
815,815,3,879485532
237,237,5,874775038
218,218,5,879966498
930,930,2,875742942
2,2,2,875744173
258,258,4,883601089
202,202,5,879394264
623,623,4,880308578
334,334,3,891542540
476,476,2,881368243
344,344,4,891374868
145,145,1,875744501
56,56,4,882076587
89,89,5,879283786
141,141,3,892334609
576,576,4,880308755
264,264,2,878961624
133,133,4,875240090
153,153,5,892430369
382,382,4,891352093
813,813,4,886122952
872,872,1,878961814
146,146,1,884140579
507,507,4,879456199
367,367,3,891450023
468,468,3,888205855
143,143,4,889651549
96,96,1,889124507
595,595,5,875936424
11,11,5,881104093
1014,1014,3,876250718
98,98,4,875155140
520,520,5,893265380
82,82,1,889452455
209,209,5,877488546
427,427,3,879873020
222,222,5,874775311
177,177,4,880134407
118,118,4,877563802
322,322,2,879436875
501,501,3,875308843
79,79,5,882076403
3,3,2,878963441
695,695,1,884140115
198,198,3,881515193
189,189,3,888732928
237,237,5,875270570
385,385,4,874786462
767,767,4,884114505
705,705,5,884197193
546,546,3,881105817
872,872,3,891964230
554,554,3,882078830
64,64,5,877720297
135,135,3,879197562
357,357,4,879138713
484,484,5,884733766
508,508,5,884196584
303,303,2,879436785
673,673,3,880606667
77,77,4,878183616
215,215,5,882140588
705,705,5,877722736
452,452,4,876956264
15,15,2,875270655
64,64,5,879465631
304,304,5,876041644
749,749,5,887646170
829,829,3,877136138
218,218,3,889909840
204,204,4,879967478
1295,1295,1,878961781
153,153,3,889911285
33,33,4,878542699
160,160,4,875072547
321,321,5,889906967
595,595,3,880937813
343,343,4,891725009
508,508,4,879967767
323,323,2,874784266
227,227,3,882077222
191,191,3,882075672
903,903,1,892440172
183,183,3,878769848
724,724,3,878181976
430,430,3,877488316
1197,1197,4,887739521
134,134,5,879467959
751,751,3,890588547
212,212,2,891435680
256,256,5,882126156
662,662,4,887347350
2,2,4,874792436
984,984,1,888442575
1067,1067,3,875747514
410,410,4,878970785
56,56,5,881515011
879,879,3,885775745
237,237,2,875806800
271,271,5,889241426
1086,1086,4,891384424
26,26,4,880129731
229,229,3,875656201
649,649,4,887739292
89,89,3,888105691
302,302,4,891560253
951,951,3,888206409
96,96,5,884129409
197,197,5,877726146
678,678,3,892302309
199,199,4,885848448
709,709,3,885849325
169,169,5,888640356
597,597,3,876197678
151,151,3,878182109
40,40,3,879876917
258,258,4,877879172
1393,1393,2,879454663
333,333,4,880130397
1115,1115,2,879664906
577,577,3,889503806
378,378,4,885849447
425,425,4,886324486
959,959,2,888068912
1224,1224,3,891722802
1017,1017,3,874953895
175,175,3,877888677
321,321,3,880433418
286,286,4,891560842
323,323,3,875975110
558,558,5,874951695
96,96,5,891409839
344,344,2,888073635
66,66,3,879527264
206,206,4,892334543
402,402,4,887740700
640,640,4,887737036
522,522,5,891447773
265,265,4,891721889
62,62,3,875310824
12,12,5,879455254
291,291,3,891390477
20,20,5,884196921
286,286,3,891732334
462,462,5,877544218
612,612,3,892079140
117,117,2,888465972
758,758,1,892434626
845,845,1,891456255
163,163,4,891353444
1451,1451,3,892078343
405,405,2,876197645
250,250,3,882922661
823,823,3,888801465
186,186,4,890704999
731,731,4,882827532
71,71,3,890116671
781,781,5,882165296
176,176,5,891299752
186,186,3,880605697
1181,1181,4,875314001
815,815,4,883956189
78,78,2,880309089
197,197,5,879528710
436,436,2,886474216
631,631,3,880579371
716,716,3,875239422
188,188,4,879641067
699,699,4,888106106
604,604,4,882075994
392,392,3,889737542
501,501,2,875653665
97,97,4,878181739
436,436,3,875310745
135,135,5,888905550
173,173,5,878955442
460,460,2,876861185
498,498,4,882139901
715,715,5,888205921
17,17,4,875636198
163,163,5,879454956
315,315,5,886432749
505,505,3,881260203
515,515,4,878870518
196,196,2,874786926
15,15,4,879968827
56,56,4,889179478
279,279,1,878962955
80,80,4,875086354
238,238,4,878089963
649,649,3,884114275
60,60,5,883327734
325,325,2,878961814
407,407,3,887038665
1,1,5,875334088
228,228,3,880245642
531,531,4,880233810
471,471,4,880434463
587,587,3,875660408
892,892,3,882774224
176,176,4,878956338
288,288,5,875806672
1047,1047,2,881009697
111,111,1,885678886
558,558,3,891904214
47,47,2,879216672
194,194,4,879517412
217,217,2,891451610
259,259,2,881705026
596,596,5,878089921
144,144,5,881433689
960,960,2,884112077
137,137,4,882049932
328,328,4,891679939
480,480,4,891438875
211,211,4,891436202
938,938,1,878961586
1060,1060,5,893264301
20,20,4,887431883
404,404,4,879468375
305,305,3,879737314
210,210,4,879465242
278,278,2,877563913
568,568,4,892668197
770,770,3,888906655
191,191,4,890595859
252,252,3,879544791
156,156,4,884402860
1110,1110,3,880037334
1067,1067,4,881171009
430,430,3,891352178
350,350,3,886977926
480,480,4,888625753
246,246,5,891457067
419,419,5,891299514
431,431,3,884150257
475,475,4,875244204
182,182,5,880036515
357,357,4,885852757
50,50,5,880473582
526,526,4,893266205
303,303,3,877618584
294,294,3,886121516
365,365,5,884129962
135,135,4,879465653
187,187,4,889909024
289,289,2,875746985
229,229,4,882397650
486,486,3,884183063
185,185,4,889655435
712,712,4,879376178
94,94,2,884923505
742,742,5,880934806
762,762,3,875747688
732,732,3,891904596
168,168,4,875653723
550,550,3,879362356
174,174,4,879283480
200,200,4,879468459
849,849,2,882164603
54,54,3,880036854
406,406,2,889402389
150,150,4,880125101
77,77,4,888103872
869,869,3,889127811
184,184,2,891720862
338,338,2,881200457
109,109,3,874953794
371,371,1,879966954
720,720,1,891723593
845,845,3,885613067
873,873,1,883245452
229,229,4,886474580
381,381,4,879365491
176,176,2,879524293
25,25,4,881014015
879,879,3,889123257
922,922,4,889174849
57,57,3,874787526
187,187,4,892079140
306,306,1,878962006
370,370,1,874951293
249,249,3,888905229
721,721,5,886123656
611,611,5,877886722
346,346,3,891409070
142,142,3,874792945
427,427,4,887736584
943,943,4,875246759
126,126,4,883681514
824,824,2,876518557
8,8,3,880572642
58,58,3,884208173
680,680,4,880484286
741,741,1,878962918
1061,1061,4,881368891
448,448,3,892335501
900,900,4,891382309
941,941,4,889124890
603,603,5,879966839
905,905,2,887855283
265,265,4,880606634
289,289,3,891382310
25,25,3,886890787
71,71,3,886323684
382,382,5,874781742
222,222,2,874951382
181,181,4,888605273
508,508,3,891700453
132,132,3,886374129
1497,1497,2,890780576
33,33,4,882078228
699,699,3,880036783
259,259,2,891382392
55,55,3,887738760
742,742,3,888203053
744,744,4,891721462
642,642,4,875216933
1015,1015,3,891352136
121,121,5,892679480
508,508,2,884714249
12,12,4,879373613
40,40,3,874791871
1015,1015,1,878963121
301,301,3,880147407
845,845,4,882824291
597,597,4,889070087
303,303,4,891271203
484,484,4,879024127
81,81,5,887737293
284,284,2,884050393
198,198,4,891447062
94,94,3,877122695
781,781,3,881059677
740,740,3,891390544
22,22,1,891448072
864,864,4,882141924
742,742,5,880485043
507,507,4,891448800
1099,1099,5,889179253
1028,1028,5,888513447
546,546,3,892679460
961,961,5,879519556
1028,1028,2,885848102
812,812,2,881059117
240,240,3,882126156
7,7,4,877892210
376,376,3,878887112
931,931,3,889242857
717,717,1,884714492
399,399,4,875313859
234,234,1,891449406
98,98,5,883600680
1039,1039,4,879988184
181,181,4,884125629
325,325,1,881703044
323,323,1,879633567
200,200,5,875384647
1114,1114,5,879297545
292,292,4,891034835
217,217,4,884151119
100,100,5,877891747
181,181,4,888513664
333,333,3,891264267
561,561,1,884923445
901,901,1,883670672
70,70,4,874790826
17,17,2,880607205
56,56,5,893265263
242,242,5,883888671
1016,1016,4,879373008
417,417,4,874792907
478,478,4,891544052
235,235,4,876504354
26,26,3,878183043
631,631,5,891700751
430,430,5,883326122
71,71,4,892683275
274,274,5,881105817
202,202,5,875072442
809,809,4,882397582
289,289,4,877556988
749,749,1,879455311
23,23,4,883524249
540,540,3,891702304
381,381,4,880604077
293,293,4,878746946
497,497,4,891352134
317,317,4,882826915
742,742,3,882823833
1217,1217,3,880572658
1462,1462,3,892333865
222,222,5,884238887
127,127,2,880563471
268,268,5,880124306
705,705,2,891448850
1246,1246,3,876252497
655,655,4,886123530
13,13,3,875506839
588,588,5,881108147
409,409,2,884923372
367,367,4,879876702
304,304,3,877135677
127,127,4,882164406
794,794,3,875654798
762,762,2,878963418
235,235,1,878955115
739,739,2,876175582
661,661,5,881105561
665,665,4,884922831
845,845,5,878945579
692,692,5,875072583
86,86,4,880129731
439,439,1,878844423
632,632,3,890116254
407,407,4,889127921
709,709,4,888105940
1198,1198,5,891383866
609,609,4,879434819
225,225,2,875635723
128,128,5,878887983
432,432,4,884365485
22,22,5,879362183
188,188,4,874792547
173,173,5,878183043
866,866,4,880035887
134,134,4,878192311
171,171,5,889751711
295,295,3,887741461
216,216,4,879525778
49,49,3,878183512
121,121,4,878962623
11,11,5,884129542
626,626,4,892336358
707,707,4,880606243
25,25,5,891384789
216,216,5,883108324
96,96,4,891298336
323,323,4,891732335
586,586,4,892864663
292,292,4,888550774
593,593,2,886892127
302,302,4,888065432
153,153,5,877531406
304,304,3,888284313
80,80,4,878887227
318,318,4,892078890
328,328,3,891548959
25,25,3,879456204
147,147,4,876514002
1220,1220,3,891722678
405,405,4,878945840
492,492,5,891352010
217,217,2,875744501
55,55,5,877717956
620,620,3,889402298
161,161,4,880474293
515,515,4,875640800
1070,1070,5,889179032
449,449,5,892679308
234,234,4,884534968
10,10,3,891227851
1049,1049,2,891702486
187,187,5,887738760
64,64,5,874787441
948,948,3,881368302
509,509,4,879270511
588,588,3,880838306
931,931,2,879790874
272,272,3,886013700
870,870,2,878962623
739,739,4,879518319
568,568,4,891299387
39,39,4,879518279
1100,1100,4,884112800
820,820,3,888705966
1028,1028,5,880557539
665,665,2,880134532
423,423,3,888906070
597,597,3,878768882
181,181,5,874786488
823,823,5,882397833
2,2,3,889069782
660,660,4,880308256
20,20,5,893264466
796,796,4,878183684
1022,1022,5,891458193
121,121,3,878970681
294,294,3,887855087
1060,1060,1,878962675
80,80,4,892838865
120,120,4,884029430
780,780,1,882142057
259,259,2,891628883
44,44,3,881108548
518,518,4,884753202
686,686,5,874835165
21,21,3,875742822
28,28,3,879792220
81,81,3,892334680
245,245,3,882820803
57,57,5,890116575
729,729,3,880133116
661,661,4,888185947
52,52,5,888550130
866,866,5,884287927
288,288,4,880915258
245,245,3,884584426
230,230,4,889655162
70,70,3,888803537
172,172,3,884752562
506,506,5,891383319
566,566,5,879023663
660,660,5,878347915
774,774,5,875385198
661,661,5,891351624
1003,1003,2,888068651
68,68,1,879374969
1028,1028,4,881106072
433,433,4,882827834
51,51,2,879454782
474,474,5,884732407
1099,1099,2,892243079
1047,1047,4,892911290
688,688,1,891409564
99,99,4,878141681
258,258,3,891382121
1288,1288,1,878962349
190,190,4,879517062
69,69,4,888082495
317,317,4,879454977
1010,1010,3,875246662
877,877,1,883601089
318,318,5,877124871
487,487,3,892079237
648,648,5,891351653
82,82,5,879875774
1052,1052,1,877835102
449,449,5,883613334
287,287,4,876504442
172,172,3,879521474
62,62,3,891722933
659,659,4,892738277
100,100,4,879879720
304,304,5,880484286
927,927,1,878962675
302,302,4,880928519
22,22,4,891384357
696,696,2,878962997
357,357,4,877531537
269,269,4,892242403
179,179,2,884365357
121,121,5,875640679
440,440,1,874951798
550,550,1,880602264
405,405,4,878962919
806,806,4,879216529
540,540,2,880916070
443,443,5,878348289
183,183,4,880606043
265,265,4,878542441
25,25,5,876954456
387,387,2,889502756
572,572,3,891723883
746,746,4,877533058
272,272,5,889181247
55,55,5,880245145
121,121,3,886472369
665,665,2,879376483
385,385,4,882826982
23,23,4,879522819
955,955,3,875745160
143,143,5,875072674
294,294,4,874786366
1098,1098,4,880135069
845,845,3,881681663
48,48,1,891170745
654,654,4,886323937
324,324,3,879439078
736,736,4,889739212
751,751,3,891560753
378,378,5,891353011
92,92,5,888204997
268,268,5,882027109
461,461,3,877888944
129,129,4,874951382
9,9,4,884304328
152,152,3,879549996
200,200,5,891353543
126,126,5,875076827
328,328,5,877557028
233,233,4,879196354
194,194,5,877720733
323,323,4,888206809
654,654,3,884365075
589,589,4,881105516
203,203,4,883955224
50,50,4,891271545
70,70,5,889655619
190,190,5,892836309
322,322,3,885329671
161,161,5,879468547
378,378,3,886474396
1034,1034,1,883217030
301,301,2,888442275
923,923,5,891383912
463,463,4,883601713
122,122,1,875297433
298,298,4,875807004
448,448,3,878183565
57,57,5,875239383
625,625,3,881108873
1217,1217,4,875801778
357,357,3,886472466
475,475,1,880563641
1444,1444,2,880485726
310,310,3,880601905
301,301,2,883600406
748,748,4,882157285
443,443,3,882164727
515,515,1,888801316
285,285,4,888465201
447,447,5,874951695
301,301,4,891680028
408,408,5,880129628
222,222,4,885852817
944,944,3,886989501
98,98,5,876955868
237,237,5,876974133
215,215,4,880307940
258,258,2,883268278
216,216,5,879459859
317,317,4,879968029
512,512,4,886323525
412,412,2,889912691
175,175,5,877532470
1428,1428,3,888465209
86,86,5,882165103
48,48,5,875245462
332,332,3,879013617
977,977,2,891042938
227,227,3,891905896
203,203,5,884114471
181,181,5,878746685
245,245,3,887854726
208,208,2,879669401
742,742,4,888104122
930,930,1,878963275
566,566,4,880578814
1065,1065,3,879455021
133,133,3,878955973
379,379,1,878184290
11,11,3,891550649
421,421,4,891435704
208,208,3,877488366
937,937,5,886432989
186,186,3,880314383
742,742,1,876974198
583,583,4,876513830
462,462,4,876858346
273,273,4,878019342
178,178,4,888082468
110,110,1,875636493
1016,1016,5,885678724
251,251,5,888552084
9,9,4,881104148
568,568,4,880037203
228,228,3,882813248
281,281,5,880307072
831,831,2,886443708
543,543,3,891351772
401,401,2,879876813
926,926,4,875334340
155,155,2,878542201
632,632,2,892079538
53,53,5,878184113
64,64,5,875322758
554,554,3,891354639
56,56,3,878769410
318,318,3,891170824
393,393,4,881251863
91,91,4,892683275
477,477,3,876311344
472,472,2,891353357
761,761,4,882164644
56,56,4,883889102
741,741,5,875296891
1286,1286,3,887738151
8,8,5,877722736
202,202,3,877128388
93,93,4,880434940
56,56,5,875271896
305,305,4,886372527
742,742,3,883450643
644,644,3,878347818
13,13,3,885272654
117,117,4,891015319
1,1,4,877019411
347,347,4,891409070
164,164,5,874951695
982,982,3,875298314
491,491,5,889181015
287,287,5,883526288
89,89,4,875239125
68,68,4,879467361
250,250,1,879023607
206,206,3,888625754
756,756,2,888465739
216,216,3,885870665
194,194,5,889178833
511,511,5,891409839
1,1,4,891700426
117,117,3,874965739
583,583,1,888103729
397,397,1,879543831
162,162,4,883327734
258,258,4,884204501
513,513,5,889178887
69,69,3,883601277
375,375,4,876374419
642,642,4,882995615
38,38,3,886988574
522,522,3,889908462
873,873,1,885678436
418,418,2,882398763
518,518,4,884112201
858,858,1,882397068
131,131,3,891544465
228,228,4,884197264
87,87,3,878182589
725,725,4,875314144
182,182,2,889070109
433,433,3,879828720
234,234,3,889178762
72,72,4,882141727
77,77,3,879527421
663,663,5,883108476
178,178,3,880572950
172,172,4,880484523
485,485,2,888204466
478,478,3,891014373
1133,1133,3,884151344
182,182,5,879375169
234,234,3,884207833
125,125,4,879217509
660,660,5,886514261
12,12,5,891383241
1248,1248,3,880396702
354,354,2,891375260
432,432,5,879297965
418,418,3,875154718
98,98,5,884364502
751,751,4,883295500
105,105,4,876251160
252,252,1,891456350
73,73,5,877532965
623,623,3,891354217
222,222,5,892679439
204,204,5,887730676
9,9,5,889180446
87,87,4,884403531
73,73,2,875239691
239,239,3,879572284
860,860,2,891723706
121,121,4,883452307
265,265,4,880314031
1046,1046,3,879858003
1178,1178,4,875086354
382,382,1,892836623
399,399,4,884068521
9,9,4,884963365
523,523,4,882076146
685,685,5,880149074
172,172,4,880605665
1091,1091,2,875154535
281,281,4,879443288
118,118,2,884206513
790,790,4,880608037
125,125,4,891371676
13,13,3,879542688
496,496,1,890286933
191,191,5,875323003
65,65,3,885849419
634,634,3,879283385
1245,1245,3,877819265
241,241,2,892335042
501,501,3,885852301
137,137,3,888904653
432,432,3,884111312
240,240,1,884050661
181,181,5,882140354
68,68,2,877125350
50,50,5,888552084
566,566,4,891016220
125,125,4,888104191
443,443,4,875074329
324,324,4,874786419
974,974,1,882182634
234,234,4,880037418
385,385,4,887665549
619,619,3,878963086
402,402,4,880581344
107,107,3,876198301
216,216,4,883526268
213,213,5,890881557
319,319,2,883512658
79,79,5,883698495
963,963,5,880484370
875,875,4,886047442
97,97,4,891628501
269,269,4,885328991
526,526,4,881452685
180,180,3,891388286
86,86,2,879374640
418,418,4,875086920
1033,1033,4,883452711
380,380,2,888907527
58,58,3,875991047
187,187,4,879520813
97,97,3,880578711
845,845,4,879297442
275,275,5,874954260
334,334,1,878961749
255,255,4,879633745
425,425,4,891904300
59,59,4,887737647
1078,1078,4,889126943
234,234,3,875239018
585,585,4,879877008
204,204,2,878091682
50,50,5,879362124
148,148,4,891719774
692,692,4,891699426
683,683,3,891438351
454,454,1,875721432
376,376,3,875086534
127,127,5,877107640
737,737,2,875272833
644,644,5,891351685
419,419,5,874792907
210,210,5,880307751
524,524,3,888803537
174,174,1,881371140
302,302,3,879371909
995,995,3,888065577
298,298,3,875742647
554,554,2,877822854
616,616,5,891015049
44,44,3,877532173
168,168,5,875296435
474,474,5,889174904
59,59,4,879373821
219,219,1,886475980
97,97,4,880308690
100,100,5,875747319
178,178,5,877719333
233,233,2,875239914
945,945,5,891383866
25,25,2,879452769
98,98,4,881106711
393,393,4,879484981
50,50,5,878944679
299,299,3,888442436
792,792,4,885873006
98,98,4,889908539
708,708,3,888907527
589,589,4,884534968
950,950,3,880130764
27,27,1,889070011
892,892,4,884127082
148,148,1,884140751
222,222,5,884196640
662,662,3,892133739
381,381,4,881251728
427,427,3,882145465
196,196,4,880036747
472,472,4,882152471
182,182,4,879967225
747,747,3,879524564
171,171,3,891351287
85,85,5,877533224
220,220,4,875537441
516,516,4,887736743
974,974,2,891625949
756,756,1,878768741
436,436,4,887739257
235,235,1,888203658
1063,1063,3,889739539
756,756,2,885557506
298,298,4,881198966
324,324,4,874950889
269,269,4,890595313
65,65,3,878104594
658,658,3,884208173
333,333,3,881197771
70,70,4,887730589
14,14,1,878962392
128,128,2,880134296
682,682,3,888407741
237,237,2,884050309
221,221,4,883782854
1150,1150,2,891549841
25,25,4,874954497
78,78,4,877934828
847,847,4,877877649
325,325,2,888904353
138,138,2,882079446
47,47,4,875072125
281,281,4,889401906
673,673,4,884402860
1016,1016,4,874833827
451,451,5,891353892
177,177,4,877661496
517,517,4,883602212
283,283,3,879727153
117,117,4,891543241
602,602,4,889909691
257,257,3,879543487
212,212,1,879524216
68,68,4,879196231
257,257,4,885853415
23,23,4,883601365
573,573,1,892433660
436,436,4,891029877
241,241,3,878888025
617,617,3,879793715
569,569,3,880396494
181,181,5,883601425
948,948,1,874951054
1332,1332,1,878962278
174,174,3,879791948
302,302,5,888180227
22,22,5,878183285
61,61,4,875028123
703,703,4,879542460
28,28,5,877888346
147,147,3,882397502
258,258,4,878340824
418,418,4,879483510
89,89,2,877717833
558,558,5,876954927
117,117,5,884535433
318,318,5,879454309
523,523,5,879024043
386,386,2,875743978
15,15,5,874833668
147,147,3,892335372
96,96,5,889178798
331,331,3,879455166
155,155,2,891723807
89,89,4,882848925
423,423,3,891550684
194,194,4,878770027
355,355,3,888396967
845,845,3,891700925
339,339,1,892151366
199,199,4,882826306
949,949,4,877123315
488,488,5,877888613
331,331,3,876451911
258,258,5,876785704
174,174,4,887736696
114,114,4,883524320
237,237,3,875073648
654,654,5,875385007
721,721,4,884921794
98,98,4,892078567
239,239,3,879522917
24,24,4,885873423
378,378,4,879270769
100,100,4,891698613
64,64,5,879793022
242,242,3,879138235
763,763,3,891550067
403,403,4,885680374
43,43,4,880308690
307,307,4,877984546
402,402,5,886513729
487,487,5,882164231
177,177,4,888204349
168,168,1,891171174
53,53,3,880607489
196,196,4,878091818
40,40,3,883956468
150,150,5,890595636
953,953,2,881108815
670,670,5,884239744
510,510,4,879270327
323,323,3,891206450
106,106,2,883816184
264,264,3,892004275
259,259,1,884967253
403,403,5,880915942
68,68,1,888069513
1098,1098,4,879467959
372,372,5,879525987
324,324,5,886047292
335,335,1,889237269
869,869,3,892683895
15,15,4,878341343
117,117,4,891033697
189,189,4,882821942
174,174,4,885870231
949,949,3,876251944
181,181,5,880124648
779,779,1,879543418
435,435,5,885412840
191,191,4,879521856
24,24,4,880134261
447,447,4,892679067
223,223,3,879791816
1334,1334,1,878962240
137,137,4,891543227
747,747,4,875656164
96,96,5,875073128
173,173,5,884305353
154,154,5,880606385
879,879,4,891732393
625,625,4,884183406
230,230,4,886472400
138,138,3,880485197
209,209,5,877722736
835,835,5,879524199
1327,1327,1,878963305
1248,1248,3,875272195
588,588,5,884128499
257,257,3,884535840
432,432,4,875239658
133,133,5,891699296
12,12,5,879524368
568,568,3,886988449
483,483,5,886323068
258,258,5,884584338
240,240,4,878346997
263,263,3,879023571
213,213,4,891544414
208,208,4,880610814
287,287,2,888465347
153,153,2,891699491
222,222,4,878873388
323,323,1,888179833
419,419,4,880484587
450,450,3,892679374
651,651,5,891725332
316,316,4,888284710
174,174,5,890881294
790,790,2,876513785
1081,1081,3,880913705
929,929,3,880307140
580,580,3,875309344
1041,1041,3,881060155
89,89,4,875306910
424,424,1,875635807
331,331,4,884992603
429,429,5,884197330
202,202,3,880130515
868,868,5,882139901
210,210,5,879875734
285,285,5,877889186
328,328,3,878961227
463,463,4,874785843
746,746,3,891628630
228,228,3,892079190
1047,1047,2,877880041
1,1,3,883601324
174,174,5,881432488
208,208,3,880475245
1161,1161,2,891271697
448,448,2,886122031
303,303,5,892002352
831,831,3,888104805
517,517,4,879024279
433,433,2,889740286
1,1,4,875635748
357,357,5,874787526
433,433,5,879375588
475,475,5,889178689
166,166,3,888905520
234,234,5,875216932
70,70,4,886123596
197,197,5,883108797
763,763,5,875322875
1162,1162,3,875314334
245,245,1,889237247
596,596,3,877136564
1019,1019,4,877636556
908,908,1,891548802
246,246,3,888469392
430,430,3,889180338
160,160,5,876862078
580,580,4,875538028
1160,1160,2,879544629
676,676,5,880935294
507,507,3,878347392
97,97,5,887736454
930,930,4,889402340
240,240,2,877878414
217,217,3,881961671
79,79,3,886324276
729,729,3,880131236
343,343,1,884713755
1012,1012,4,880564570
25,25,4,876079113
1209,1209,1,875660468
1,1,4,880563619
222,222,3,879455730
709,709,5,884304812
693,693,4,879466771
111,111,5,880148782
160,160,2,879551380
241,241,3,875655961
91,91,3,884752924
662,662,3,880606533
321,321,2,880130481
221,221,3,883681561
302,302,3,891409070
